OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SHAPE,SIGNAL_MAINT_DIST,SIGNAL_TYPE
1377921,7638,1281929.621820000000298,245086.420649999985471,26250,13,16739,NE,37TH AVE NE AND NE 47TH ST,0,"(47.66260442300006, -122.28820676099997)", ,NONE
1377922,3438,1284203.617599999997765,263072.26156999997329,36777,13,228306,N,DURLAND AVE NE AND DEAD END 2,0,"(47.71202106000004, -122.28035255599997)", ,NONE
1377923,14833,1263787.586600000038743,211047.790219999995315,32042,13,55302,DLRD,20TH AVE SW AND SW ANDOVER ST,0,"(47.56834226900003, -122.35907657599995)", ,NONE
1377924,16055,1258752.018729999894276,205185.58196000001044,32809,13,61315,SW,37TH AVE SW AND SW FINDLAY ST,0,"(47.551998809000054, -122.37899354999996)", ,NONE
1377925,10697,1283941.474110000068322,232616.201120000012452,29407,13,38114,E,E PROSPECT ST AND DEAD END E,0,"(47.62852748700004, -122.27909318699994)", ,NONE
1377926,10108,1282514.443070000037551,235297.260199999989709,28524,13,32725,E,E HOWE ST AND DEAD END 4,0,"(47.63580263100005, -122.28508454199999)", ,NONE
1377927,47270,1269842.736950000049546,231886.206109999999171,577500,13,986,LKUN,LAKE UNION PARK ACCESS RD AND VALLEY ST,1,"(47.62578615100006, -122.33620149899997)", , 
1377928,12088,1280474.260539999930188,225183.918490000010934,30065,13,41325,CNTRL,31ST AVE AND E CHERRY ST,3,"(47.607976198000074, -122.292580338)", ,NONE
1377929,18021,1255443.185190000105649,195349.144189999991795,34799,13,75703,SW,46TH AVE SW AND SW TRENTON ST,0,"(47.52485485700004, -122.39158347499995)", ,NONE
1377930,17832,1265051.092010000022128,196416.561019999993732,35005,13,77516,DLRD,14TH AVE SW AND SW THISTLE E ST,0,"(47.52830725500007, -122.352789256)", ,NONE
1377931,17418,1261621.876260000048205,198454.756989999994403,34076,13,69749,DLRD,26TH PL SW AND SW HOLDEN ST,3,"(47.53370738900003, -122.36683122999995)", ,NONE
1377932,9914,1255612.862239999929443,236149.557930000009947,27708,13,27731,MGNL-QA,29TH AVE W AND W NEWTON ST,0,"(47.63669526700005, -122.39424608699994)", ,NONE
1377933,2891,1274316.287289999891073,267301.797829999995884,35883,13,220319,N-NW,8TH AVE NE AND NE 130TH ST,0,"(47.72309736300008, -122.32083935599996)", ,NONE
1377934,5543,1280179.406650000018999,252578.021559999993769,24656,13,6305,NE,30TH AVE NE AND NE 75TH ST,2,"(47.68304789600006, -122.29588582799994)", ,NONE
1377935,12878,1280181.826360000064597,219834.134419999987585,30664,13,45339,CNTRL,30TH AVE S AND S NORMAN ST,0,"(47.593297250000035, -122.29335418799997)", ,NONE
1377936,13633,1258433.226789999986067,215830.644369999994524,31062,13,48319,SW,39TH AVE SW AND SW ADMIRAL WAY,1,"(47.58115869800008, -122.38115119499997)", ,NONE
1377937,15107,1275017.876789999892935,209726.240140000008978,32298,13,57325,GRDWM,15TH AVE S AND S NEVADA ST,1,"(47.56532118300004, -122.31349054299994)", ,NONE
1377938,2905,1278980.16620000009425,267155.329220000014175,36059,13,221330,N,25TH AVE NE AND NE 130TH ST,0,"(47.72294144800003, -122.30188277899998)", ,NONE
1377939,9288,1255680.263969999970868,238520.094119999994291,27643,13,27524,MGNL-QA,29TH AVE W AND W RAYE ST,0,"(47.643196473000046, -122.39416775599994)", ,NONE
1377940,5602,1257046.966049999929965,252397.156279999995604,24005,13,2713,BLRD,26TH AVE NW AND NW 73RD ST,0,"(47.681308314000034, -122.38976315899998)", ,NONE
1377941,19207,1260437.236520000034943,189172.631159999989904,38111,13,301718,SW,SEOLA BEACH DR SW AND SW 106TH ST,2,"(47.50820078600003, -122.37087513299997)", ,NONE
1377942,5054,1272500.308020000113174,254750.35743000000366,24555,13,5544,NW,85TH ST ON RP AND BANNER WAY NE,1,"(47.68859786300004, -122.32722617599995)", ,NONE
1377943,4552,1264304.012839999981225,256969.221309999993537,37162,13,231321,NW,3RD AVE NW AND NW 90TH ST,2,"(47.69423862100007, -122.36067667399999)", ,NONE
1377944,17897,1256486.297120000002906,195988.854140000010375,339069,13,75650,SW,SW CLOVERDALE ST AND DEAD END 4,0,"(47.52666608000004, -122.38741472199996)", ,NONE
1377945,47039,1280169.065020000096411,207678.063239999988582,516436,13,65264,SE,31ST AVE S AND DEAD END 3,0,"(47.55997681900004, -122.29247185799994)", ,NONE
1377946,47200,1280847.9189100000076,205685.884289999987232,568668,13,66688,SE,35TH AVE S AND M L KING JR ER WAY S,1,"(47.55455150600005, -122.28957022899999)", ,NONE
1377947,46721,1283259.429689999902621,195266.749050000013085,487284,13,80256,SE,M L KING JR ER WAY S AND S CLOVERDALE ST,1,"(47.52611725000003, -122.27901342299998)", ,CITY
1377948,15259,1269561.305390000110492,208703.765639999997802,269729,13,56455,GRDWM,DENVER AVE S AND UTAH AVE S,0,"(47.562228763000064, -122.33550760899999)", ,NONE
1377949,46591,1265570.238510000053793,212268.688010000012582,32218,13,56661,GRDWM,SW KLICKITAT NR WAY AND SW SPOKANE NR ST,3,"(47.57178535500003, -122.35195442999998)", ,CITY
1377950,14430,1281684.405819999985397,212199.266700000007404,32677,13,59653,SE,S HINDS ST AND DEAD END 2 ,0,"(47.57244804700008, -122.28668141599996)", ,NONE
1377951,10516,1284377.001020000083372,233486.744999999995343,29396,13,38103,E,E LEE ST AND DEAD END,0,"(47.63093606900003, -122.27739347499994)", ,NONE
1377952,12511,1281639.576129999943078,222553.415830000012647,35505,13,146516,CNTRL,35TH AVE S AND LAKE WASHINGTON BLVD S,0,"(47.60082646500007, -122.28765563399998)", ,NONE
1377953,3097,1275964.218679999932647,265573.936839999980293,36437,13,226112,N-NW,14TH AVE NE AND NE 124TH ST,0,"(47.718448470000055, -122.314010226)", ,NONE
1377954,15025,1262188.016169999958947,210024.128399999986868,32062,13,55325,DLRD,26TH AVE SW AND SW NEVADA ST,0,"(47.56544934500005, -122.36547225699996)", ,NONE
1377955,2671,1269728.947500000009313,269170.16646999999648,35752,13,219165,NW,ASHWORTH AVE N AND N 136TH ST,0,"(47.727973880000036, -122.33962205999995)", ,NONE
1377956,14887,1271165.530160000082105,210744.884359999996377,32374,13,57705,GRDWM,4TH AVE S AND S INDUSTRIAL WB WAY,1,"(47.56790907200008, -122.32917191199999)", ,CITY
1377957,17796,1259495.024930000072345,196518.842490000010002,34922,13,76508,DLRD,34TH AVE SW AND SW THISTLE ST,2,"(47.52828465400006, -122.37528218099999)", ,NONE
1377958,18400,1282814.626880000112578,193322.227069999993546,35285,13,80328,GRDWM,42ND AVE S AND BEACON AVE S,0,"(47.52076438100005, -122.28066543399996)", ,NONE
1377959,6823,1263567.612710000015795,247931.088309999991907,25292,13,12158,BLRD-NW,5TH AVE NW AND NW 56TH ST,0,"(47.669425524000076, -122.36293689699994)", ,NONE
1377960,5412,1286929.602879999903962,253080.51345999998739,24990,13,8514,NE,56TH PL NE AND DEAD END,0,"(47.684773610000036, -122.26852468999999)", ,NONE
1377961,3177,1262339.888680000090972,264961.941960000025574,36282,13,224513,NW,NW 120TH ST AND DEAD END 1,0,"(47.716039006000074, -122.36929833399995)", ,NONE
1377962,13732,1257408.979999999981374,215175.081360000011045,31081,13,48342,SW,42ND AVE SW AND SW LANDER ST,0,"(47.57930529500004, -122.38524681399997)", ,NONE
1377963,11811,1267841.847090000053868,226836.350360000011278,29560,13,39157,DWNTN,1ST AVE AND LENORA ST,2,"(47.61183728800006, -122.34391211399998)", ,CITY
1377964,12516,1269840.702509999973699,222495.425690000003669,30373,13,43214,DWNTN,ALASKAN E RDWY WAY S AND S MAIN ST,0,"(47.60004622300005, -122.33546646299999)", ,NONE
1377965,5149,1273542.918710000114515,254331.978940000000875,24391,13,5120,N,5TH AVE NE AND NE 81ST ST,2,"(47.687506505000044, -122.32296092399997)", ,NONE
1377966,6359,1260978.483239999972284,249584.353460000013001,25387,13,12510,BLRD,14TH AVE NW AND NW 62ND ST,3,"(47.67381545900008, -122.37357748199997)", ,NONE
1377967,16417,1274250.823480000020936,203412.111750000010943,33128,13,64331,GRDWM,13TH AVE S AND S BAILEY ST,3,"(47.54797378100005, -122.31610420199996)", ,NONE
1377968,16336,1273960.919350000098348,203854.235010000003967,33120,13,64321,GRDWM,12TH AVE S AND S VALE ST,0,"(47.549170315000026, -122.31731238399999)", ,NONE
1377969,16861,1278956.189239999977872,201379.394429999985732,34308,13,72128,GRDWM,28TH AVE S AND S HOLLY ST,0,"(47.542649046000065, -122.29689814899996)", ,NONE
1377970,9306,1257293.01481999992393,238387.734950000012759,27585,13,27120,MGNL-QA,24TH AVE W AND W RAYE S ST,0,"(47.64292316600006, -122.38761593699996)", ,NONE
1377971,8897,1256032.917790000094101,240501.215909999998985,26581,13,20738,MGNL-QA,28TH AVE W AND W DRAVUS ST,2,"(47.64864617600006, -122.39290032499997)", ,NONE
1377972,10707,1262751.293989999918267,232565.857950000005076,28598,13,34157,MGNL-QA,6TH AVE W AND W OLYMPIC W PL,2,"(47.627265772000044, -122.36500828199996)", ,NONE
1377973,15453,1286477.389119999948889,207788.435850000008941,35578,13,160712,SE,53RD AVE S AND S ALASKA ST,0,"(47.56060437000008, -122.26693505899999)", ,NONE
1377974,10492,1275715.645500000100583,233544.31940000000759,28948,13,36108,E,15TH AVE E AND E HIGHLAND DR,2,"(47.63064292200005, -122.31251897799996)", ,NONE
1377975,12973,1276564.93061999999918,219138.080400000006193,30818,13,45776,CNTRL,I90 WB RAINIER SB OF RP AND RAINIER AVE S,1,"(47.59120032200008, -122.30795573599994)", ,NONE
1377976,3160,1280591.26355000003241,265098.340290000021923,36611,13,227113,N,31ST AVE NE AND NE 123RD ST,0,"(47.71738736700007, -122.29517957999997)", ,NONE
1377977,10639,1275997.509180000051856,232838.980769999994664,29313,13,37518,E,16TH AVE E AND E PROSPECT W ST,0,"(47.62872444700008, -122.31132111699998)", ,NONE
1377978,15532,1286781.471300000092015,207357.154440000012983,33662,13,67503,SE,54TH AVE S AND S ANGELINE ST,0,"(47.55943774200006, -122.26567117399998)", ,NONE
1377979,14019,1258140.051239999942482,213808.950669999991078,337248,13,54253,SW,FAIRMOUNT AVE SW AND SW HANFORD ST,3,"(47.57560119400006, -122.38217398599994)", ,NONE
1377980,11539,1276200.103219999931753,228354.493849999998929,30122,13,41511,CNTRL-E,17TH AVE AND E OLIVE ST,0,"(47.61644320400006, -122.31015066299994)", ,NONE
1377981,3728,1264361.112620000028983,260938.839230000012321,37098,13,231104,NW,3RD AVE NW AND NW 105TH ST,2,"(47.70512221700005, -122.36076476899996)", ,NONE
1377982,11091,1268938.637619999935851,230539.386780000000726,28781,13,35327,LKUN,9TH AVE N AND HARRISON ST,1,"(47.62204610900005, -122.33976024599997)", ,CITY
1377983,19151,1284093.971519999904558,189451.337330000009388,38157,13,305307,SE,46TH AVE S AND S VICTOR ST,0,"(47.51022007300003, -122.27519522399996)", ,NONE
1377984,8250,1275435.330610000062734,243110.256040000007488,27104,13,23144,NE,BROOKLYN AVE NE AND NE 41ST ST,3,"(47.65684818500006, -122.31440222399999)", ,NONE
1377985,17154,1255483.580450000008568,199891.159420000010869,33935,13,68856,SW,BAINBRIDGE PL SW AND FAUNTLEROY WAY SW,2,"(47.53730644400008, -122.39179227099999)", ,NONE
1377986,5012,1268910.388779999921098,255001.978299999987939,24216,13,4102,NW,STONE AVE N AND N 83RD ST,0,"(47.689095577000046, -122.34181904399998)", ,NONE
1377987,13716,1251139.562529999995604,215236.76634999999078,30968,13,47702,SW,61ST AVE SW AND ALKI AVE SW,2,"(47.57912495100004, -122.41064800799995)", ,NONE
1377988,6151,1277844.260410000104457,250301.367479999986244,24794,13,6739,NE,21ST AVE NE AND DEAD END 1,0,"(47.67668557600007, -122.30518738699999)", ,NONE
1377989,4374,1284775.258940000087023,257712.428220000001602,37812,13,235305,NE,SAND POINT WAY NE AND NE 95TH ST,2,"(47.69735921200004, -122.27762238799994)", ,NONE
1377990,17494,1261454.614820000017062,198092.225659999996424,34075,13,69748,DLRD,27TH AVE SW AND DEAD END 1 ,0,"(47.53270457100007, -122.367478931)", ,NONE
1377991,16193,1276705.23371999990195,204518.47565000000759,33367,13,65717,GRDWM,21ST AVE S AND S ORCAS ST,0,"(47.55113551800008, -122.30625335999997)", ,NONE
1377992,10098,1253928.702240000013262,235339.011490000004414,27538,13,26360,MGNL-QA,35TH AVE W AND W CLISE CT,0,"(47.63437977700005, -122.40100883599996)", ,NONE
1377993,10477,1268072.569900000002235,233672.154019999987213,28716,13,35108,MGNL-QA,AURORA AVE N AND COMSTOCK ST,1,"(47.63058637300003, -122.34352071599994)", ,NONE
1377994,11536,1268078.323249999899417,228362.431650000013178,29531,13,39128,DWNTN,5TH AVE AND BELL ST,2,"(47.616032939000036, -122.34307495299998)", ,CITY
1377995,17061,1281929.632830000016838,200474.209150000009686,158992,13,73529,GRDWM,38TH AVE S AND DEAD END 1 ,0,"(47.54032231200006, -122.28479233099995)", ,NONE
1377996,10654,1276995.259450000012293,232799.744420000002719,29316,13,37521,E,19TH AVE E AND E PROSPECT ST,3,"(47.62866935900007, -122.30727244899998)", ,NONE
1377997,2608,1281025.129789999919012,269738.46830000000773,36008,13,221122,N,32ND AVE NE AND NE 140TH ST,0,"(47.73012846300003, -122.29377505999997)", ,NONE
1377998,5439,1260518.557220000075176,253032.286140000011073,24163,13,3713,BLRD,MARY AVE NW AND NW 75TH W ST,0,"(47.68324076300007, -122.37572442599998)", ,NONE
1377999,2483,1268829.349420000100508,270769.898700000019744,35719,13,219130,NW,LENORA PL N AND N 143RD ST,0,"(47.73231033700006, -122.34340417699997)", ,NONE
1378000,19528,1259282.634529999922961,187490.626419999985956,38122,13,301744,SW,34TH PL SW AND SW 111TH ST,0,"(47.50352717800007, -122.37540948099996)", ,NONE
1378001,13759,1271048.451889999909326,215088.928400000004331,31370,13,51710,GRDWM,3RD AVE S AND S LANDER ST,2,"(47.57980974000003, -122.329988276)", ,NONE
1378002,10931,1279334.913080000085756,231474.695589999988442,29232,13,37151,CNTRL-E,27TH AVE E AND E ROY ST,0,"(47.62515985700003, -122.29768349699998)", ,NONE
1378003,17746,1279191.712830000091344,196789.604220000008354,163474,13,79251,GRDWM,MILITARY RD S AND DEAD END 2,3,"(47.53008072100005, -122.29559165899997)", ,NONE
1378004,13583,1258934.30890000006184,216064.797840000013821,31055,13,48311,SW,BELVIDERE AVE SW AND SW GRAYSON ST,0,"(47.581828107000035, -122.37914038499997)", ,NONE
1378005,15539,1273898.058290000073612,207316.272259999997914,33075,13,64118,GRDWM,CORSON AVE S AND S FERDINAND ST,0,"(47.55865637200003, -122.31783728699997)", ,NONE
1378006,6613,1270820.675120000028983,248661.6104200000118,275715,13,13257,LKUN-NW,KIRKWOOD PL N AND MERIDIAN AVE N,3,"(47.671819252000034, -122.33356255899997)", ,NONE
1378007,12230,1271405.380150000099093,224232.576150000008056,490053,13,40861,DWNTN,CHERRY ST EXPRESS RP AND COLUMBIA ST EXPRESS RP,5,"(47.604891251000026, -122.32926248999996)", ,NONE
1378008,2634,1262933.58288999996148,269495.283400000014808,337480,13,218650,NW,NW 137TH PL AND DEAD END,0,"(47.728497050000044, -122.36725409099995)", ,NONE
1378009,10755,1271779.068209999939427,232247.74543999999878,491586,13,36666,E,MERCER ST I5 EXPRESS RP AND MERCER ST I5 NB ON RP,5,"(47.626880510000035, -122.32837913999998)", ,NONE
1378010,15156,1279384.038200000068173,209321.018509999994421,335250,13,58458,GRDWM,M L KING JR WR WAY S AND S NEVADA ST,1,"(47.564439306000054, -122.29577719299999)", ,NONE
1378011,18106,1273472.389170000096783,194953.922939999989467,35112,13,78152,GRDWM,S TRENTON ST AND DEAD END 6 ,0,"(47.524748887000044, -122.31859468999994)", ,NONE
1378012,11415,1266866.857009999919683,229029.233310000010533,29654,13,39506,DWNTN,4TH AVE AND CEDAR ST,1,"(47.617795357000034, -122.34803909699997)", ,CITY
1378013,16620,1285650.07801999989897,202502.329989999998361,33552,13,66369,SE,51ST AVE S AND S GRAHAM ST,0,"(47.54607278200007, -122.26988560399997)", ,NONE
1378014,17077,1255389.485090000089258,200278.208639999997104,33895,13,68710,SW,46TH PL SW AND DEAD END,0,"(47.538362094000036, -122.39220486399995)", ,NONE
1378015,6039,1271203.576880000066012,250693.168559999990975,24597,13,5741,NW,EAST GREEN LAKE WAY N AND N 66TH ST,2,"(47.67740813200004, -122.33216930099996)", ,NONE
1378016,11140,1263246.00887000001967,230339.626909999991767,28672,13,34455,MGNL-QA,4TH AVE W AND DEAD END,0,"(47.62119076400006, -122.36282300499994)", ,NONE
1378017,7298,1282558.897979999892414,246162.737330000003567,26262,13,16855,NE,39TH ER AVE NE AND DEAD END,0,"(47.66558718700003, -122.28573596099994)", ,NONE
1378018,4010,1280111.418940000003204,259533.564610000001267,37618,13,234111,N,29TH AVE NE AND DEAD END 1,0,"(47.702109403000065, -122.29669870799995)", ,NONE
1378019,14615,1280878.65299000008963,211898.54759999999078,32647,13,59524,SE,34TH AVE S AND S SPOKANE ST,0,"(47.57158201500005, -122.28992196299998)", ,NONE
1378020,18656,1256736.264740000013262,191958.79537999999593,37965,13,300106,SW,42ND AVE SW AND SW 98TH ST,0,"(47.51563379000004, -122.38607407299997)", ,NONE
1378021,11178,1273819.20901000010781,230092.932260000001406,29045,13,36358,E,10TH AVE E AND E THOMAS W ST,0,"(47.62108256500005, -122.31993841899998)", ,NONE
1378022,11822,1273406.07749000005424,226753.959579999995185,29768,13,40145,E,HARVARD AVE AND SPRING ST,0,"(47.61190862900003, -122.32135153399997)", ,NONE
1378023,11367,1270587.007280000019819,229218.243489999993471,29171,13,36764,DWNTN,DENNY WAY AND VIRGINIA ST,1,"(47.61851315400003, -122.33297304399997)", ,NONE
1378024,3419,1265042.882599999895319,263171.659969999978784,36245,13,224312,NW,1ST AVE NW AND NW 113TH ST,0,"(47.711279310000066, -122.35817601099995)", ,NONE
1378025,17439,1264811.808560000034049,198383.639939999993658,34148,13,70724,DLRD,15TH AVE SW AND SW HOLDEN ST,1,"(47.53368597800005, -122.35391492099996)", ,FS
1378026,15616,1275703.689269999973476,207000.642179999995278,33319,13,65520,GRDWM,17TH AVE S AND S SHELTON ST,0,"(47.55788648200007, -122.310501236)", ,NONE
1378027,14985,1284653.48410000000149,210388.597390000009909,32566,13,59305,SE,47TH AVE S AND S ANDOVER ST,0,"(47.567638059000046, -122.27451811999998)", ,NONE
1378028,4995,1259500.557090000016615,255054.109109999990324,23863,13,2104,BLRD,18TH AVE NW AND NW 83RD ST,0,"(47.68872643100008, -122.38002136499995)", ,NONE
1378029,11716,1280812.160829999949783,227403.812760000000708,30009,13,41132,CNTRL,32ND AVE AND E PIKE ST,0,"(47.61407847900006, -122.29138127199997)", ,NONE
1378030,7704,1268997.228589999955148,244890.673840000003111,26793,13,22108,LKUN,INTERLAKE AVE N AND N 45TH ST,2,"(47.661385583000026, -122.34066246399999)", ,NONE
1378031,3788,1266814.359600000083447,260610.073020000010729,37383,13,232504,NW,EVANSTON AVE N AND N 104TH ST,0,"(47.70435413000007, -122.35077663599998)", ,NONE
1378032,6079,1283494.839870000025257,250527.997620000009192,24968,13,7750,NE,43RD AVE NE AND NE 68TH ST,0,"(47.677600719000054, -122.28227177699995)", ,NONE
1378033,12271,1271692.215349999954924,223960.667290000012144,29973,13,40773,DWNTN,6TH AVE AND JAMES ST,1,"(47.60416123500005, -122.32807857799997)", ,STATE
1378034,9950,1257108.907810000004247,235964.174499999993714,27725,13,27752,MGNL-QA,AMHERST PL W AND W PLYMOUTH ST,0,"(47.63627016500004, -122.38816401199995)", ,NONE
1378035,18703,1263540.891950000077486,191784.924540000007255,38080,13,301136,DLRD,SW 98TH ST AND CITY LIMITS,0,"(47.515530252000076, -122.35852932499995)", ,NONE
1378036,13213,1275369.886769999982789,217907.066770000004908,31236,13,51112,GRDWM,16TH AVE S AND S STATE ST,0,"(47.58776325600007, -122.31270193599994)", ,NONE
1378037,19499,1290292.212809999939054,187654.152559999987716,38257,13,306338,SE,S BANGOR CT AND DEAD END,0,"(47.50560952500007, -122.24998586399994)", ,NONE
1378038,4452,1272585.219890000065789,257412.270519999990938,37577,13,233712,N,2ND AVE NE AND NE 92ND ST,2,"(47.69589859400003, -122.32709125499997)", ,NONE
1378039,17143,1283245.766460000071675,199927.153019999997923,34463,13,73316,SE,43RD AVE S AND S MYRTLE ST,0,"(47.538890751000054, -122.27942314899997)", ,NONE
